added,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,creativity,creativity_rank,creativity_rank_type,draft_rank,position_id,event_points,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,starts,status,club_id,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards
2023-07-05T08:58:28.430950Z,0,0,0,0,0,0,174595,0.0,608,62,517,4,0,0.00,0.00,0.00,0.00,Admiral,0.0,0,0,0.0,615,60,327,false,0.0,611,58,0,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,0,0,0,0.0,0,0,Muskwe,0,u,12,0.0,597,60,0,Muskwe,0
2023-07-05T08:58:28.431578Z,0,2,97,,,0,229164,98.8,109,10,297,4,2,1.38,2.20,0.82,13.97,Chiedozie,3.5,13,1,29.0,131,23,328,false,93.4,202,24,595,"",,0,0,0,2.2,0,0,Ogbene,6,a,12,98.0,94,30,22,Ogbene,0
2023-07-05T08:58:28.432149Z,0,0,0,0,0,0,168035,0.0,701,298,298,3,0,0.00,0.00,0.00,0.00,Fred,0.0,0,0,0.0,703,299,329,false,0.0,703,299,0,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,0,0,0,0.0,0,0,Onyedinma,0,u,12,0.0,698,297,0,Onyedinma,0
2023-07-05T08:58:28.432750Z,0,0,4,100,100,0,199056,0.3,411,151,518,2,0,0.00,0.00,0.00,1.97,Gabriel,0.0,2,0,0.7,427,152,330,false,7.0,405,150,56,"",2023-08-04T11:00:04.319102Z,0,0,0,0.0,0,0,Osho,1,a,12,0.0,551,220,0,Osho,0
2023-07-05T08:58:28.433398Z,0,0,0,0,0,0,490180,0.0,644,74,519,4,0,0.00,0.00,0.00,0.00,Aribim,0.0,0,0,0.0,652,73,331,false,0.0,647,71,0,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,0,0,0,0.0,0,0,Pepple,0,u,12,0.0,636,73,0,Pepple,0
2023-07-05T08:58:28.434309Z,0,0,0,0,0,0,243532,0.0,579,227,520,3,0,0.00,0.00,0.00,0.00,Dion,0.0,0,0,0.0,592,229,332,false,0.0,587,225,0,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,0,0,0,0.0,0,0,Pereira,0,u,12,0.0,567,223,0,Pereira,0
2023-07-05T08:58:28.434933Z,0,0,0,0,0,0,108411,0.0,436,157,681,2,0,0.00,0.00,0.00,0.00,Dan,0.0,0,0,0.0,458,160,333,false,0.0,453,161,0,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.828555Z,0,0,0,0.0,0,0,Potts,0,i,12,0.0,410,145,0,Potts,0
2023-07-05T08:58:28.435500Z,0,0,0,0,0,0,165152,0.0,562,220,521,3,0,0.00,0.00,0.00,0.00,Glen,0.0,0,0,0.0,576,222,334,false,0.0,571,218,0,Released from contract,2023-09-03T20:07:55.555731Z,0,0,0,0.0,0,0,Rea,0,u,12,0.0,548,215,0,Rea,0
2023-07-05T08:58:28.436052Z,0,0,0,,,0,77818,0.0,551,65,522,1,0,0.00,0.00,0.00,0.00,James,0.0,0,0,0.0,565,79,335,false,0.0,560,79,0,"",,0,0,0,0.0,0,0,Shea,0,a,12,0.0,536,60,0,Shea,0
2023-07-05T08:58:28.436624Z,0,0,0,0,0,0,242500,0.0,619,66,523,4,0,0.00,0.00,0.00,0.00,Joe,0.0,0,0,0.0,626,64,336,false,0.0,621,62,0,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,0,0,0,0.0,0,0,Taylor,0,u,12,0.0,609,64,0,Taylor,0
2023-07-05T08:58:28.437292Z,0,0,0,0,0,0,232477,0.0,616,243,524,3,0,0.00,0.00,0.00,0.00,Elliot,0.0,0,0,0.0,623,245,337,false,0.0,619,242,0,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,0,0,0,0.0,0,0,Thorpe,0,u,12,0.0,606,240,0,Thorpe,0
2023-07-05T08:58:28.437923Z,0,0,0,0,0,0,207722,0.0,480,39,682,1,0,0.00,0.00,0.00,0.00,Jack,0.0,0,0,0.0,500,55,338,false,0.0,494,55,0,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,0,0,0,0.0,0,0,Walton,0,u,12,0.0,455,33,0,Walton,0
2023-07-05T08:58:28.438476Z,0,0,0,0,0,0,223333,0.0,572,222,525,3,0,0.00,0.00,0.00,0.00,Louie,0.0,0,0,0.0,585,224,339,false,0.0,580,220,0,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,0,0,0,0.0,0,0,Watson,0,u,12,0.0,560,218,0,Watson,0
2023-07-05T08:58:28.439001Z,0,0,29,,,0,91046,28.8,204,33,526,4,0,0.44,1.05,0.61,1.60,Cauley,0.5,2,0,7.4,300,41,340,false,19.0,339,38,74,"",,0,0,0,1.0,0,0,Woodrow,0,a,12,28.0,222,44,7,Woodrow,0
2023-07-05T08:58:28.439660Z,0,1,129,100,0,3,211975,79.1,137,29,193,2,0,0.36,0.47,0.11,5.28,Manuel,-0.3,5,0,22.9,187,51,341,false,127.2,144,50,630,"",2023-10-21T17:30:08.075536Z,0,0,0,3.1,1,0,Akanji,7,a,13,24.0,253,75,22,Akanji,1
2023-07-05T08:58:28.440300Z,0,1,111,100,100,1,126184,28.1,275,89,188,2,0,0.26,1.12,0.86,4.03,Nathan,1.0,5,1,21.6,199,57,342,false,99.4,185,74,462,"",2023-08-06T23:30:05.855914Z,0,0,0,2.9,0,0,Aké,5,a,13,89.0,111,12,23,Aké,0
2023-07-05T08:58:28.440926Z,5,11,241,,,4,461358,316.9,10,1,53,4,2,1.34,4.57,3.23,6.61,Julián,4.3,6,4,81.5,10,3,343,false,256.4,27,3,838,"",,0,0,0,5.9,0,0,Álvarez,10,a,13,242.0,28,13,59,J.Alvarez,2
2023-07-05T08:58:28.441582Z,2,4,133,100,100,2,165809,199.3,35,29,52,3,7,2.47,2.85,0.38,4.24,Bernardo,3.3,4,1,42.0,71,44,344,false,150.4,116,42,554,"",2023-09-20T09:00:09.855543Z,0,0,0,4.0,0,0,Veiga de Carvalho e Silva,6,a,13,70.0,138,83,28,Bernardo,2
2023-07-05T08:58:28.442140Z,1,0,21,,,0,477555,16.0,324,169,527,3,0,0.12,0.12,0.00,0.36,Oscar,0.0,1,0,2.5,401,188,345,false,7.4,403,182,47,"",,0,0,0,2.0,0,0,Bobb,0,a,13,2.0,384,191,6,Bobb,0
2023-07-05T08:58:28.442827Z,0,0,0,0,0,0,121145,0.0,721,238,79,2,0,0.00,0.00,0.00,0.00,João,0.0,0,0,0.0,721,238,346,false,0.0,721,238,0,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,0,0,0,0.0,0,0,Cancelo,0,u,13,0.0,721,238,0,Cancelo,0
2023-07-05T08:58:28.443468Z,0,0,0,,,0,17601,0.0,426,8,683,1,0,0.00,0.00,0.00,0.00,Scott,0.0,0,0,0.0,449,27,347,false,0.0,444,27,0,"",,0,0,0,0.0,0,0,Carson,0,a,13,0.0,400,2,0,Carson,0
2023-07-05T08:58:28.444027Z,0,0,0,0,0,0,463210,0.0,636,254,479,3,0,0.00,0.00,0.00,0.00,Shea,0.0,0,0,0.0,643,256,348,false,0.0,638,253,0,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,0,0,0,0.0,0,0,Charles,0,u,13,0.0,627,251,0,Charles,0
2023-07-05T08:58:28.444618Z,0,0,4,0,0,0,61366,18.8,315,164,4,3,0,0.16,0.18,0.02,0.10,Kevin,0.0,0,0,2.2,410,191,349,false,2.4,428,198,22,Hamstring injury - Expected back 16 Dec,2023-08-12T08:00:06.610027Z,0,0,0,1.0,0,0,De Bruyne,1,i,13,1.0,399,203,1,De Bruyne,0
2023-07-05T08:58:28.445251Z,0,1,137,,,3,171314,45.0,221,61,116,2,6,0.49,0.86,0.37,6.32,Rúben,3.0,6,0,25.8,160,40,350,false,142.8,125,45,735,"",,1,0,0,3.0,0,0,Gato Alves Dias,8,a,13,69.0,140,20,27,Rúben,0
2023-07-05T08:58:28.445841Z,0,0,23,100,100,0,220394,25.3,285,149,528,3,1,0.07,0.07,0.00,1.28,Tommy,0.7,2,0,5.8,354,160,351,false,33.6,321,141,95,"",2023-09-23T21:30:07.230910Z,0,0,0,1.0,0,0,Doyle,0,a,20,0.0,557,216,4,Doyle,0
2023-07-05T08:58:28.446538Z,0,0,156,,,4,121160,10.0,358,3,100,1,7,0.02,0.02,0.00,6.62,Ederson,2.7,6,0,15.8,251,19,352,false,150.2,117,19,810,"",,0,0,0,3.8,0,14,Santana de Moraes,9,a,13,0.0,715,84,34,Ederson M.,2
2023-07-05T08:58:28.447221Z,3,6,181,,,4,209244,336.8,8,6,17,3,7,1.74,4.18,2.44,7.03,Phil,3.7,6,2,80.0,12,8,353,false,217.2,45,16,785,"",,0,0,0,4.7,0,0,Foden,9,a,13,244.0,27,15,47,Foden,1
2023-07-05T08:58:28.447756Z,1,2,62,100,100,2,114283,117.8,77,58,20,3,3,0.96,1.51,0.55,2.13,Jack,1.0,1,0,28.4,136,73,354,false,64.8,257,101,294,"",2023-09-06T09:30:07.230998Z,0,0,0,2.3,0,0,Grealish,3,a,13,101.0,96,58,14,Grealish,2
2023-07-05T08:58:28.448272Z,2,11,314,,,4,223094,137.7,62,4,1,4,16,0.89,11.04,10.15,7.38,Erling,8.7,7,11,113.5,2,1,355,true,439.6,1,1,889,"",,0,1,0,7.9,0,0,Haaland,10,a,13,556.0,1,1,79,Haaland,0
2023-07-05T08:58:28.448925Z,0,0,87,100,100,3,91651,92.1,116,83,219,3,1,0.60,0.86,0.26,2.70,Mateo,1.0,3,0,16.8,245,113,356,false,54.4,275,112,459,"",2023-09-13T11:30:07.486692Z,0,0,0,2.0,0,0,Kovačić,5,a,13,22.0,258,133,14,Kovačić,2
2023-07-05T08:58:28.449652Z,0,0,4,0,0,0,146941,0.1,424,153,235,2,0,0.00,0.12,0.12,0.07,Aymeric,0.0,0,0,2.9,391,140,357,false,11.4,381,143,11,Transferred to Al Nassr,2023-08-25T08:36:39.711991Z,0,0,0,1.0,0,0,Laporte,0,u,13,17.0,289,92,1,Laporte,0
2023-07-05T08:58:28.450269Z,0,0,53,,,2,477064,9.7,359,128,441,2,0,0.03,0.03,0.00,0.58,Rico,2.0,0,0,1.9,413,146,358,false,4.8,414,152,147,"",,0,0,0,3.5,0,0,Lewis,2,a,13,4.0,368,130,14,R.Lewis,0
2023-07-05T08:58:28.450918Z,0,0,0,0,0,0,103025,0.0,729,314,19,3,0,0.00,0.00,0.00,0.00,Riyad,0.0,0,0,0.0,729,314,359,false,0.0,729,314,0,Permanent transfer to Al-Ahli,2023-07-31T07:05:47.120993Z,0,0,0,0.0,0,0,Mahrez,0,u,13,0.0,729,314,0,Mahrez,0
2023-07-05T08:58:28.451544Z,1,0,50,,,1,432714,87.7,123,88,529,3,2,0.16,0.47,0.31,8.82,James,2.7,16,0,18.5,223,104,360,false,35.6,316,136,384,"",,0,0,0,2.1,0,0,McAtee,5,a,17,60.0,154,92,15,McAtee,1
2023-07-05T08:58:28.452078Z,0,0,12,,,0,88248,0.0,432,13,615,1,0,0.00,0.00,0.00,0.83,Stefan,0.7,1,0,1.9,412,24,361,false,18.6,363,24,90,"",,0,0,0,2.0,0,2,Ortega Moreno,1,a,13,0.0,406,7,2,Ortega Moreno,0
2023-07-05T08:58:28.452644Z,2,2,99,100,100,1,244851,177.0,43,33,260,3,2,1.39,4.07,2.68,5.90,Cole,6.7,5,2,43.3,65,41,362,false,129.0,141,57,422,"",2023-10-08T10:00:09.839092Z,0,0,0,3.6,0,0,Palmer,4,a,7,129.0,69,41,29,Palmer,2
2023-07-05T08:58:28.453291Z,0,0,0,0,0,0,482769,0.0,588,234,480,3,0,0.00,0.00,0.00,0.00,Máximo,0.0,0,0,0.0,601,236,363,false,0.0,596,232,0,Season-long loan to UD Las Palmas,2023-08-25T08:39:41.545276Z,0,0,0,0.0,0,0,Perrone,0,u,13,0.0,576,230,0,Perrone,0
2023-07-05T08:58:28.453867Z,0,0,10,,,0,155405,8.1,363,184,264,3,0,0.07,0.14,0.07,1.13,Kalvin,0.0,1,0,2.7,396,185,364,false,13.0,375,167,70,"",,0,0,0,1.0,0,0,Phillips,0,a,13,6.0,353,180,3,Phillips,0
2023-07-05T08:58:28.454388Z,2,5,158,100,100,3,220566,142.6,58,43,104,3,6,1.86,2.91,1.05,7.49,Rodrigo,2.3,4,2,50.1,48,30,365,false,206.8,52,20,660,"",2023-09-23T21:30:07.288023Z,0,0,0,4.1,1,0,Hernandez,8,a,13,152.0,49,29,33,Rodrigo,3
2023-07-05T08:58:28.455025Z,1,0,17,,,0,437468,14.6,334,116,616,2,0,0.08,0.08,0.00,0.02,Sergio,0.0,0,0,3.8,374,135,366,false,19.4,360,135,15,"",,0,0,0,2.5,0,0,Gómez,0,a,13,4.0,366,128,5,Sergio Gómez,0
2023-07-05T08:58:28.455572Z,0,0,0,,,0,164484,0.0,439,17,684,1,0,0.00,0.00,0.00,0.00,Zack,0.0,0,0,0.0,460,34,367,false,0.0,455,34,0,"",,0,0,0,0.0,0,0,Steffen,0,a,13,0.0,413,11,0,Steffen,0
2023-07-05T08:58:28.456073Z,0,0,44,100,100,1,97299,42.2,226,63,108,2,6,0.05,0.05,0.00,1.92,John,3.0,2,0,6.8,343,124,368,false,20.0,357,134,186,"",2023-10-06T15:30:08.904549Z,0,0,0,3.0,0,0,Stones,2,a,13,6.0,357,123,9,Stones,0
2023-07-05T08:58:28.456694Z,1,4,212,,,4,58621,192.8,37,6,208,2,8,0.96,1.02,0.06,7.45,Kyle,4.0,7,0,35.7,92,20,369,false,126.2,149,53,900,"",,0,0,0,4.1,0,0,Walker,10,a,13,38.0,207,52,41,Walker,1
2023-07-05T08:58:28.457326Z,0,0,0,0,0,0,152590,0.0,604,230,530,2,0,0.00,0.00,0.00,0.00,Alex,0.0,0,0,0.0,611,230,370,false,0.0,607,231,0,Permanent transfer to Al Nassr,2023-07-24T09:56:30.018038Z,0,0,0,0.0,0,0,Telles,0,u,14,0.0,593,228,0,Alex Telles,0
2023-07-05T08:58:28.457940Z,0,0,0,0,0,0,493250,0.0,592,237,531,3,0,0.00,0.00,0.00,0.00,Amad,0.0,0,0,0.0,604,239,371,false,0.0,599,235,0,Knee injury - Unknown return date,2023-08-07T17:30:06.162100Z,0,0,0,0.0,0,0,Diallo,0,i,14,0.0,580,233,0,Amad,0
2023-07-05T08:58:28.458566Z,0,0,42,100,100,1,467169,108.0,96,71,34,3,0,0.72,1.56,0.84,7.14,Antony Matheus,1.0,5,0,23.0,185,93,372,false,37.8,309,132,402,"",2023-09-11T09:00:09.278158Z,0,0,0,1.6,0,0,dos Santos,5,a,14,86.0,117,70,11,Antony,2
2023-07-05T08:58:28.459337Z,2,7,178,,,2,141746,423.7,3,2,9,3,1,3.21,6.05,2.84,17.67,Bruno,3.3,16,2,91.0,8,6,373,false,282.2,20,8,900,"",,0,0,0,4.1,0,0,Borges Fernandes,10,a,14,205.0,33,18,41,B.Fernandes,4
2023-07-05T08:58:28.459935Z,0,0,0,0,0,0,232937,0.0,488,181,685,2,0,0.00,0.00,0.00,0.00,Brandon,0.0,0,0,0.0,508,184,374,false,0.0,502,184,0,Season-long loan to Ipswich Town,2023-08-25T08:38:04.574841Z,0,0,0,0.0,0,0,Williams,0,u,14,0.0,463,170,0,B.Williams,0
2023-07-05T08:58:28.460547Z,0,0,0,0,0,0,197365,0.0,476,173,686,2,0,0.00,0.00,0.00,0.00,Eric,0.0,0,0,0.0,496,176,375,false,0.0,490,176,0,Permanent transfer to Süper Lig club Beşiktaş,2023-09-06T09:24:44.178755Z,0,0,0,0.0,0,0,Bailly,0,u,14,0.0,451,162,0,Bailly,0
2023-07-05T08:58:28.461115Z,0,0,94,50,50,2,61256,112.8,86,65,113,3,0,0.41,2.32,1.91,10.94,Carlos Henrique,0.3,11,1,40.2,79,49,376,false,165.4,101,35,648,Ankle injury - 50% chance of playing,2023-10-19T18:00:09.871837Z,0,0,0,2.6,0,0,Casimiro,8,d,14,123.0,76,46,21,Casemiro,1
2023-07-05T08:58:28.461746Z,0,4,155,,,1,216051,164.1,49,10,182,2,1,0.80,1.09,0.29,14.15,Diogo,4.7,15,1,40.0,80,16,377,false,177.2,87,29,744,"",,0,0,0,2.9,0,0,Dalot Teixeira,8,a,14,58.0,160,29,26,Dalot,1
2023-07-05T08:58:28.462414Z,3,2,99,100,75,0,449434,108.9,93,70,253,3,2,1.37,2.31,0.94,8.35,Anthony,4.0,6,1,42.2,70,43,378,false,135.8,134,52,470,"",2023-10-27T15:30:08.709627Z,0,0,0,3.0,0,0,Elanga,4,a,16,176.0,42,26,30,Elanga,0
2023-07-05T08:58:28.463040Z,1,4,117,100,100,0,80607,110.3,91,68,73,3,2,0.79,1.20,0.41,11.60,Christian,1.3,12,1,30.1,124,68,379,false,133.8,135,53,486,"",2023-09-27T09:00:08.745934Z,0,0,0,2.8,0,0,Eriksen,4,a,14,55.0,170,100,25,Eriksen,0
2023-07-05T08:58:28.463731Z,0,0,0,0,0,0,515501,0.0,522,200,687,2,0,0.00,0.00,0.00,0.00,Álvaro,0.0,0,0,0.0,542,203,380,false,0.0,537,204,0,Season-long loan to Granada CF,2023-09-02T08:57:43.838494Z,0,0,0,0.0,0,0,Fernández Carreras,0,u,14,0.0,500,192,0,Fernandez,0
2023-07-05T08:58:28.464404Z,0,0,0,0,0,0,101582,0.0,694,294,213,3,0,0.00,0.00,0.00,0.00,Frederico,0.0,0,0,0.0,698,296,381,false,0.0,698,296,0,Permanent transfer to Fenerbahce,2023-08-14T03:59:16.804199Z,0,0,0,0.0,0,0,Rodrigues de Paula Santos,0,u,14,0.0,691,293,0,Fred,0
2023-07-05T08:58:28.464991Z,0,0,23,,,1,493105,58.3,187,110,236,3,1,0.17,0.88,0.71,5.86,Alejandro,1.0,4,0,20.4,207,100,382,false,22.0,351,155,242,"",,0,0,0,1.4,0,0,Garnacho,2,a,14,126.0,72,44,11,Garnacho,0
2023-07-05T08:58:28.465627Z,0,0,30,,,1,465527,27.7,276,147,532,3,0,0.48,0.51,0.03,2.11,Hannibal,0.0,1,1,8.9,323,146,383,false,48.2,285,119,116,"",,0,0,0,4.0,0,0,Mejbri,1,a,14,13.0,311,158,8,Hannibal,1
2023-07-05T08:58:28.466324Z,0,0,0,100,100,0,21205,0.0,455,27,688,1,0,0.00,0.00,0.00,0.00,Tom,0.0,0,0,0.0,476,44,384,false,0.0,471,44,0,"",2023-08-11T13:00:07.024643Z,0,0,0,0.0,0,0,Heaton,0,a,14,0.0,430,21,0,Heaton,0
2023-07-05T08:58:28.466858Z,0,0,0,0,0,0,172649,0.0,607,75,382,1,0,0.00,0.00,0.00,0.00,Dean,0.0,0,0,0.0,614,82,385,false,0.0,610,82,0,Thigh injury - Unknown return date,2023-09-27T09:00:08.768948Z,0,0,0,0.0,0,0,Henderson,0,i,8,0.0,596,71,0,Henderson,0
2023-07-05T08:58:28.467411Z,1,0,120,,,1,184667,85.4,125,24,407,2,1,0.27,0.42,0.15,12.50,Victor,2.7,9,0,20.3,213,64,386,false,101.2,186,75,673,"",,0,0,0,2.2,0,0,Lindelöf,7,a,14,16.0,293,95,20,Lindelof,1
2023-07-05T08:58:28.467978Z,1,1,59,100,100,0,95658,21.2,304,103,427,2,1,0.22,0.25,0.03,7.47,Harry,3.0,7,0,10.5,302,108,387,false,74.4,235,95,296,"",2023-09-20T09:00:09.995371Z,0,0,0,2.0,0,0,Maguire,3,a,14,8.0,336,113,10,Maguire,0
2023-07-05T08:58:28.468650Z,0,0,0,100,75,0,516895,0.0,593,238,481,3,0,0.00,0.00,0.00,0.00,Kobbie,0.0,0,0,0.0,605,240,388,false,0.0,600,236,0,"",2023-08-06T23:30:05.871870Z,0,0,0,0.0,0,0,Mainoo,0,a,14,0.0,582,235,0,Mainoo,0
2023-07-05T08:58:28.469210Z,0,0,0,0,0,0,222690,0.0,541,214,401,2,0,0.00,0.00,0.00,0.00,Tyrell,0.0,0,0,0.0,557,215,389,false,0.0,552,216,0,Knock - Unknown return date,2023-08-06T23:30:05.886466Z,0,0,0,0.0,0,0,Malacia,0,i,14,0.0,523,209,0,Malacia,0
2023-07-05T08:58:28.469823Z,0,0,26,100,100,0,148225,62.8,173,25,55,4,1,0.09,0.34,0.25,3.81,Anthony,1.0,4,0,14.0,270,39,390,false,22.6,349,42,219,"",2023-08-06T23:30:05.902302Z,0,0,0,1.1,0,0,Martial,2,a,14,55.0,172,40,9,Martial,0
2023-07-05T08:58:28.470477Z,1,0,74,0,0,0,221820,43.5,224,62,195,2,0,0.08,0.08,0.00,5.51,Lisandro,0.0,8,0,11.9,290,102,391,false,74.0,236,96,375,Foot injury - Unknown return date,2023-09-23T22:30:07.521955Z,1,0,0,1.0,0,0,Martínez,5,i,14,2.0,393,141,5,Martinez,2
2023-07-05T08:58:28.471033Z,0,3,101,100,100,1,195851,15.6,326,171,241,3,2,0.03,0.77,0.74,8.03,Scott,7.7,7,3,26.9,151,80,392,false,155.4,109,39,336,"",2023-09-27T09:00:08.838995Z,0,0,0,4.3,0,0,McTominay,4,a,14,98.0,99,59,30,McTominay,0
2023-07-05T08:58:28.471568Z,0,0,36,,,0,244856,3.1,380,138,689,2,1,0.03,0.12,0.09,7.03,Teden,1.0,7,0,7.8,331,116,393,false,62.8,258,106,335,"",,0,0,0,1.0,0,0,Mengi,3,a,12,11.0,322,107,5,Mengi,0
2023-07-05T08:58:28.472080Z,0,0,16,,,0,488404,4.5,374,186,472,3,0,0.08,0.32,0.24,1.95,Facundo,0.0,1,0,3.0,381,174,394,false,7.4,392,175,83,"",,0,0,0,1.2,0,0,Pellistri Rebollo,1,a,14,17.0,286,147,5,Pellistri,0
2023-07-05T08:58:28.472568Z,0,2,94,100,100,1,90152,22.3,295,100,201,2,0,0.14,0.82,0.68,6.19,Raphaël,0.3,5,1,18.8,220,68,395,false,101.2,180,70,328,"",2023-08-26T21:00:08.220190Z,0,0,0,3.2,0,0,Varane,4,a,14,64.0,148,25,19,R.Varane,0
2023-07-05T08:58:28.473062Z,2,0,87,,,2,176297,166.7,48,37,5,3,2,1.46,4.92,3.46,16.50,Marcus,2.0,16,1,59.2,28,21,396,false,116.6,164,64,841,"",,0,0,0,3.2,0,0,Rashford,10,a,14,308.0,15,10,32,Rashford,1
2023-07-05T08:58:28.473641Z,0,0,11,0,0,0,209243,14.8,333,173,30,3,0,0.07,0.07,0.00,1.86,Jadon,0.0,1,0,3.6,376,171,397,false,9.8,390,173,76,Not training with his club until further notice - Unknown return date,2023-09-15T15:30:08.418514Z,0,0,0,1.0,0,0,Sancho,0,n,14,12.0,321,165,3,Sancho,0
2023-07-05T08:58:28.474319Z,0,0,48,0,0,1,106760,85.2,126,25,97,2,0,0.51,0.51,0.00,4.07,Luke,0.0,2,0,15.1,254,82,398,false,55.8,267,107,180,Muscle injury - Unknown return date,2023-08-24T22:30:06.920907Z,0,0,0,3.0,0,0,Shaw,2,i,14,10.0,330,110,6,Shaw,1
2023-07-05T08:58:28.474998Z,0,0,0,,,0,472464,0.0,586,61,533,4,0,0.00,0.00,0.00,0.00,Shola,0.0,0,0,0.0,599,59,399,false,0.0,594,57,0,"",,0,0,0,0.0,0,0,Shoretire,0,a,14,0.0,574,59,0,Shoretire,0
2023-07-05T08:58:28.475752Z,0,0,3,,,0,180184,10.3,356,182,268,3,0,0.03,0.07,0.04,0.00,Donny,0.0,0,0,1.6,421,196,400,false,0.0,678,281,2,"",,0,0,0,1.0,0,0,van de Beek,0,a,14,6.0,354,181,1,Van de Beek,0
2023-07-05T08:58:28.476368Z,1,3,86,25,25,1,214590,53.6,188,49,395,2,0,0.93,0.93,0.00,7.77,Aaron,0.0,6,0,16.2,240,77,401,false,97.4,183,72,340,Lack of match fitness - 25% chance of playing,2023-09-18T12:30:07.443857Z,0,0,0,3.0,0,0,Wan-Bissaka,4,d,14,10.0,328,109,15,Wan-Bissaka,2
2023-07-05T08:58:28.476948Z,0,2,109,,,2,179018,71.7,154,98,46,3,2,0.25,1.59,1.34,9.06,Miguel,1.3,8,2,30.2,121,66,402,false,112.0,167,65,655,"",,0,0,0,3.0,0,0,Almirón Rejala,8,a,15,122.0,80,48,30,Almirón,1
2023-07-05T08:58:28.477635Z,1,0,65,0,0,3,215379,88.8,122,87,437,3,0,0.31,1.09,0.78,4.57,Elliot,1.0,5,0,25.7,162,84,403,false,83.2,222,87,407,Back injury - Expected back 23 Dec,2023-10-25T22:30:08.608535Z,0,0,0,2.1,0,0,Anderson,4,i,15,85.0,118,71,19,Anderson,0
2023-07-05T08:58:28.478277Z,0,0,0,0,0,0,441024,0.0,497,186,690,2,0,0.00,0.00,0.00,0.00,Harrison,0.0,0,0,0.0,517,189,404,false,0.0,511,189,0,Season long loan to Swansea,2023-08-07T07:49:05.653450Z,0,0,0,0.0,0,0,Ashby,0,u,15,0.0,473,176,0,Ashby,0
2023-07-05T08:58:28.478811Z,1,4,127,0,0,2,220237,25.2,287,97,360,2,0,0.28,0.57,0.29,4.98,Sven,0.0,3,1,19.0,218,67,405,false,125.6,150,54,446,Knee injury - Unknown return date,2023-09-28T03:30:09.589726Z,0,0,0,6.0,0,0,Botman,5,i,15,39.0,203,49,30,Botman,1
2023-07-05T08:58:28.479560Z,1,2,144,100,100,4,208706,208.3,30,24,71,3,2,1.08,2.02,0.94,9.66,Bruno,2.0,11,1,51.9,43,26,406,false,181.8,80,29,862,"",2023-09-28T03:30:09.612686Z,0,0,0,3.0,0,0,Guimarães Rodriguez Moura,10,a,15,129.0,70,42,30,Bruno G.,4
2023-07-05T08:58:28.480154Z,0,0,175,100,100,4,78916,56.7,190,51,361,2,0,0.31,1.22,0.91,10.90,Dan,2.3,11,1,35.0,96,22,407,false,185.6,75,23,900,"",2023-09-28T03:30:09.635770Z,0,0,0,3.6,0,0,Burn,10,a,15,107.0,89,7,36,Burn,2
2023-07-05T08:58:28.480720Z,0,0,0,0,0,0,59735,0.0,458,29,691,1,0,0.00,0.00,0.00,0.00,Karl,0.0,0,0,0.0,479,46,408,false,0.0,473,46,0,Permanent move to Leeds Utd,2023-07-31T07:01:03.752775Z,0,0,0,0.0,0,0,Darlow,0,u,15,0.0,433,23,0,Darlow,0
2023-07-05T08:58:28.481314Z,0,0,0,100,100,0,67089,0.0,429,10,620,1,0,0.00,0.00,0.00,0.00,Martin,0.0,0,0,0.0,452,29,409,false,0.0,447,29,0,"",2023-09-28T03:30:09.657546Z,0,0,0,0.0,0,0,Dubravka,0,a,15,0.0,403,4,0,Dubravka,0
2023-07-05T08:58:28.481939Z,0,0,0,0,0,0,90105,0.0,681,284,266,3,0,0.00,0.00,0.00,0.00,Ryan,0.0,0,0,0.0,685,285,410,false,0.0,684,285,0,Season-long loan to Southampton,2023-08-28T08:19:16.956660Z,0,0,0,0.0,0,0,Fraser,0,u,15,0.0,676,281,0,Fraser,0
2023-07-05T08:58:28.482575Z,0,0,0,,,0,81441,0.0,431,12,692,1,0,0.00,0.00,0.00,0.00,Mark,0.0,0,0,0.0,454,31,411,false,0.0,449,31,0,"",,0,0,0,0.0,0,0,Gillespie,0,a,15,0.0,405,6,0,Gillespie,0
2023-07-05T08:58:28.483068Z,4,3,147,100,100,5,232826,129.2,68,49,123,3,2,1.28,3.71,2.44,7.24,Anthony,3.3,7,3,54.2,37,25,412,false,199.8,60,23,700,"",2023-09-30T18:30:08.844643Z,0,0,0,5.2,0,0,Gordon,8,a,15,217.0,30,16,47,Gordon,5
