added,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,creativity,creativity_rank,creativity_rank_type,draft_rank,position_id,event_points,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,starts,status,club_id,threat,threat_rank,threat_rank_type,total_points,web_name,yellow_cards
2023-07-05T08:58:28.324860Z,0,0,96,100,100,0,487968,29.0,265,82,655,2,0,0.48,0.67,0.19,17.76,Ameen,0.5,22,0,15.9,226,71,157,false,98.8,160,60,855,"",2023-10-18T22:00:08.810786Z,1,0,0,0.9,0,0,Al-Dakhil,10,a,6,32.0,216,56,9,Al-Dakhil,1
2023-07-05T08:58:28.325464Z,0,0,0,0,0,0,189776,0.0,684,286,281,3,0,0.00,0.00,0.00,0.00,Samuel,0.0,0,0,0.0,687,287,158,false,0.0,686,287,0,Has joined Kasimpasa S.K. on loan,2023-09-18T10:36:05.969054Z,0,0,0,0.0,0,0,Bastien,0,u,6,0.0,680,284,0,Bastien,0
2023-07-05T08:58:28.326126Z,0,0,8,25,25,0,183751,3.5,376,188,143,3,0,0.01,0.04,0.03,3.09,Manuel Benson,0.0,3,0,3.2,378,173,159,false,6.0,410,187,65,Knock - 25% chance of playing,2023-09-27T09:00:08.265496Z,0,0,0,1.0,0,0,Hedilazio,1,d,6,22.0,260,135,3,Benson,0
2023-07-05T08:58:28.326844Z,0,1,88,25,25,0,241231,5.2,370,135,656,2,0,0.03,0.03,0.00,9.20,Jordan,0.5,12,0,12.3,264,89,160,false,117.4,130,46,503,Knock - 25% chance of playing,2023-10-07T21:00:07.723066Z,0,0,0,1.0,0,0,Beyer,6,d,6,0.0,467,172,6,Beyer,3
2023-07-05T08:58:28.327484Z,0,0,105,,,0,172782,150.8,55,40,282,3,2,0.96,1.42,0.46,10.41,Josh,1.8,15,1,31.9,106,60,161,false,109.2,170,66,605,"",,0,0,0,2.1,0,0,Brownhill,6,a,6,58.0,158,94,19,Brownhill,1
2023-07-05T08:58:28.328098Z,0,0,0,100,100,0,250735,0.0,581,229,501,3,0,0.00,0.00,0.00,0.00,Darko,0.0,0,0,0.0,594,231,162,false,0.0,589,227,0,"",2023-08-31T18:00:07.313510Z,0,0,0,0.0,0,0,Churlinov,0,a,6,0.0,569,225,0,Churlinov,0
2023-07-05T08:58:28.328805Z,0,0,2,,,0,40145,0.9,398,197,283,3,0,0.01,0.01,0.00,0.13,Jack,0.0,0,0,0.5,432,200,163,false,1.8,432,202,16,"",,0,0,0,1.0,0,0,Cork,0,a,6,2.0,395,199,1,Cork,0
2023-07-05T08:58:28.329401Z,0,0,0,0,0,0,530873,0.0,656,268,502,3,0,0.00,0.00,0.00,0.00,Dara,0.0,0,0,0.0,664,270,164,false,0.0,659,267,0,Season long loan to St Johnstone,2023-08-17T06:12:47.501520Z,0,0,0,0.0,0,0,Costelloe,0,u,6,0.0,648,265,0,Costelloe,0
2023-07-05T08:58:28.330176Z,1,0,115,0,,0,172567,103.4,92,69,284,3,0,0.87,0.95,0.08,18.49,Josh,1.0,22,0,24.4,170,85,165,false,122.8,147,60,839,Suspended until 11 Nov,2023-10-28T19:30:08.472702Z,0,0,0,1.7,0,0,Cullen,10,s,6,18.0,277,144,17,Cullen,5
2023-07-05T08:58:28.330938Z,0,0,0,,,0,432711,0.0,446,159,657,2,0,0.00,0.00,0.00,0.00,CJ,0.0,0,0,0.0,467,162,166,false,0.0,462,163,0,"",,0,0,0,0.0,0,0,Egan-Riley,0,a,6,0.0,421,148,0,Egan-Riley,0
2023-07-05T08:58:28.331639Z,0,0,0,25,25,0,478969,0.0,449,162,658,2,0,0.00,0.00,0.00,0.00,Hjalmar,0.0,0,0,0.0,470,165,167,false,0.0,465,166,0,Knee injury - 25% chance of playing,2023-08-31T02:00:07.493185Z,0,0,0,0.0,0,0,Ekdal,0,d,6,0.0,424,151,0,Ekdal,0
2023-07-05T08:58:28.332369Z,2,4,105,75,100,1,435973,67.1,135,14,285,4,0,0.48,2.04,1.56,13.54,Lyle,4.0,19,3,34.4,86,16,168,false,160.4,99,13,609,Illness - 75% chance of playing,2023-10-28T20:00:07.456915Z,0,0,0,4.7,1,0,Foster,7,d,6,117.0,67,26,33,Foster,0
2023-07-05T08:58:28.332899Z,0,0,0,,,0,493347,0.0,450,23,659,1,0,0.00,0.00,0.00,0.00,Denis,0.0,0,0,0.0,471,40,169,false,0.0,466,40,0,"",,0,0,0,0.0,0,0,Franchi,0,a,6,0.0,425,17,0,Franchi,0
2023-07-05T08:58:28.333639Z,1,0,41,100,25,0,60586,80.5,133,92,286,3,2,0.62,0.62,0.00,3.59,Jóhann Berg,0.5,6,0,13.5,278,126,170,false,45.6,291,125,251,"",2023-09-25T13:00:08.033849Z,0,0,0,1.8,0,0,Gudmundsson,4,a,6,8.0,341,174,9,Gudmundsson,1
2023-07-05T08:58:28.334430Z,0,0,0,0,0,0,483391,0.0,516,196,660,2,0,0.00,0.00,0.00,0.00,Luke,0.0,0,0,0.0,536,199,171,false,0.0,531,200,0,Season long loan to Stoke City,2023-08-04T09:35:51.951556Z,0,0,0,0.0,0,0,McNally,0,u,6,0.0,494,188,0,McNally,0
2023-07-05T08:58:28.335130Z,0,0,0,,,0,232917,0.0,542,63,503,1,0,0.00,0.00,0.00,0.00,Arijanet,0.0,0,0,0.0,558,77,172,false,0.0,553,77,0,"",,0,0,0,0.0,0,0,Muric,0,a,6,0.0,524,58,0,Muric,0
2023-07-05T08:58:28.335844Z,1,1,96,,,0,216616,28.2,273,88,504,2,5,0.04,0.08,0.04,12.57,Dara,1.5,19,0,19.0,206,61,173,false,148.0,102,36,495,"",,0,0,0,1.3,0,0,O'Shea,5,a,6,13.0,310,104,8,O'Shea,0
2023-07-05T08:58:28.336366Z,0,0,0,25,25,0,220598,0.0,688,82,287,4,0,0.00,0.00,0.00,0.00,Michael,0.0,0,0,0.0,691,81,174,false,0.0,690,80,0,Lack of match fitness - 25% chance of playing,2023-08-06T23:30:05.563053Z,0,0,0,0.0,0,0,Obafemi,0,d,6,0.0,684,81,0,Obafemi,0
2023-07-05T08:58:28.336925Z,0,0,0,0,0,0,220037,0.0,484,41,661,1,0,0.00,0.00,0.00,0.00,Bailey,0.0,0,0,0.0,504,57,175,false,0.0,498,57,0,Joined Aarhus on loan,2023-07-26T11:25:50.410533Z,0,0,0,0.0,0,0,Peacock-Farrell,0,u,6,0.0,459,35,0,Peacock-Farrell,0
2023-07-05T08:58:28.337565Z,1,0,102,100,0,0,192290,90.9,115,22,505,2,0,0.34,0.34,0.00,16.94,Connor,0.5,21,0,21.5,192,54,176,false,117.0,151,55,733,"",2023-10-21T17:30:07.665681Z,0,0,0,0.9,1,0,Roberts,8,a,6,8.0,338,115,8,Roberts,2
2023-07-05T08:58:28.338347Z,0,0,4,,,0,44683,4.8,372,49,144,4,1,0.00,0.56,0.56,2.08,Jay,0.5,3,0,2.3,405,51,177,false,5.8,411,48,113,"",,0,0,0,1.0,0,0,Rodriguez,0,a,6,18.0,280,49,5,Rodriguez,0
2023-07-05T08:58:28.338874Z,0,0,88,,,0,103914,29.9,263,81,662,2,6,0.11,0.22,0.11,12.03,Charlie,2.0,14,1,17.1,238,75,178,false,123.4,154,57,630,"",,0,0,0,1.7,0,0,Taylor,7,a,6,17.0,281,86,12,Taylor,3
2023-07-05T08:58:28.339504Z,0,0,0,0,0,0,461102,0.0,504,190,663,2,0,0.00,0.00,0.00,0.00,Bobby,0.0,0,0,0.0,524,193,179,false,0.0,518,193,0,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,0,0,0,0.0,0,0,Thomas,0,u,6,0.0,481,181,0,Thomas,0
2023-07-05T08:58:28.340214Z,0,0,0,0,0,0,226473,0.0,690,290,288,3,0,0.00,0.00,0.00,0.00,Scott,0.0,0,0,0.0,693,291,180,false,0.0,692,291,0,Season long loan to Hull,2023-08-21T08:28:24.720790Z,0,0,0,0.0,0,0,Twine,0,u,6,0.0,686,288,0,Twine,0
2023-07-05T08:58:28.340790Z,0,0,0,,,0,133085,0.0,470,36,664,1,0,0.00,0.00,0.00,0.00,Lawrence,0.0,0,0,0.0,490,52,181,false,0.0,484,52,0,"",,0,0,0,0.0,0,0,Vigouroux,0,a,6,0.0,445,30,0,Vigouroux,0
2023-07-05T08:58:28.341402Z,0,0,20,100,100,0,441455,24.2,246,73,506,2,1,0.10,0.11,0.01,4.53,Victor,0.5,7,0,4.0,350,127,182,false,9.2,366,138,242,"",2023-08-31T02:00:07.534376Z,0,0,0,1.0,0,0,da Silva,3,a,6,7.0,331,111,4,Vitinho,0
2023-07-05T08:58:28.342174Z,0,0,0,0,0,0,120202,0.0,716,86,139,4,0,0.00,0.00,0.00,0.00,Wout,0.0,0,0,0.0,716,86,183,false,0.0,716,86,0,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,0,0,0,0.0,0,0,Weghorst,0,u,6,0.0,714,86,0,Weghorst,0
2023-07-05T08:58:28.342856Z,0,0,3,100,100,0,511783,12.5,259,141,289,3,2,0.09,0.25,0.16,2.67,Anass,0.5,2,0,2.9,367,170,184,false,1.8,433,203,126,"",2023-08-12T08:00:06.224285Z,0,0,0,0.5,1,0,Zaroury,1,a,6,17.0,271,139,2,Zaroury,0
2023-07-05T08:58:28.343376Z,0,0,0,0,0,0,199598,0.0,479,176,665,2,0,0.00,0.00,0.00,0.00,Ethan,0.0,0,0,0.0,499,179,185,false,0.0,493,179,0,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,0,0,0,0.0,0,0,Ampadu,0,u,7,0.0,454,165,0,Ampadu,0
2023-07-05T08:58:28.344008Z,0,0,1,100,100,0,532605,0.5,408,203,507,3,1,0.00,0.06,0.06,0.02,Andrey,0.3,0,0,0.2,442,207,186,false,0.0,601,237,7,"",2023-08-26T14:30:06.122359Z,0,0,0,1.0,0,0,Nascimento dos Santos,0,a,16,3.0,375,188,1,Andrey,0
2023-07-05T08:58:28.344569Z,0,0,0,0,0,0,109745,0.0,696,82,178,1,0,0.00,0.00,0.00,0.00,Kepa,0.0,0,0,0.0,700,85,187,false,0.0,700,85,0,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,0,0,0,0.0,0,0,Arrizabalaga,0,u,7,0.0,693,81,0,Arrizabalaga,0
2023-07-05T08:58:28.345085Z,0,0,0,0,0,0,54694,0.0,726,90,56,4,0,0.00,0.00,0.00,0.00,Pierre-Emerick,0.0,0,0,0.0,726,90,188,false,0.0,726,90,0,"",2023-07-24T09:59:36.133419Z,0,0,0,0.0,0,0,Aubameyang,0,u,7,0.0,726,90,0,Aubameyang,0
2023-07-05T08:58:28.345591Z,0,0,0,0,0,0,41328,0.0,595,228,417,2,0,0.00,0.00,0.00,0.00,César,0.0,0,0,0.0,607,228,189,false,0.0,603,229,0,Left the club as a free agent,2023-07-06T16:30:03.010661Z,0,0,0,0.0,0,0,Azpilicueta,0,u,7,0.0,584,226,0,Azpilicueta,0
2023-07-05T08:58:28.346292Z,0,0,0,0,0,0,118335,0.0,466,167,666,2,0,0.00,0.00,0.00,0.00,Abdul Rahman,0.0,0,0,0.0,486,170,190,false,0.0,480,170,0,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,0,0,0,0.0,0,0,Baba,0,u,7,0.0,441,156,0,Baba,0
2023-07-05T08:58:28.346884Z,0,0,0,100,100,0,242880,0.0,577,226,424,2,0,0.00,0.00,0.00,0.00,Benoît,0.0,0,0,0.0,590,226,191,false,0.0,585,227,0,"",2023-08-03T10:30:04.564668Z,0,0,0,0.0,0,0,Badiashile,0,a,7,0.0,565,224,0,B.Badiashile,0
2023-07-05T08:58:28.347456Z,0,0,0,100,100,0,122074,0.0,468,35,667,1,0,0.00,0.00,0.00,0.00,Marcus,0.0,0,0,0.0,488,51,192,false,0.0,482,51,0,"",2023-08-03T10:30:04.581002Z,0,0,0,0.0,0,0,Bettinelli,0,a,7,0.0,443,29,0,Bettinelli,0
2023-07-05T08:58:28.348098Z,0,0,26,0,0,1,440323,6.1,366,47,257,4,0,0.04,0.62,0.58,1.02,Armando,0.3,1,1,9.0,319,42,193,false,38.4,308,37,120,Knee injury - Expected back 06 Nov,2023-10-18T22:00:08.965956Z,0,0,0,2.7,0,0,Broja,2,i,7,47.0,184,41,8,Broja,0
2023-07-05T08:58:28.348628Z,0,0,0,0,0,0,180736,0.0,539,212,411,2,0,0.00,0.00,0.00,0.00,Trevoh,0.0,0,0,0.0,555,213,194,false,0.0,550,214,0,Hamstring injury - Unknown return date,2023-08-11T16:00:07.662192Z,0,0,0,0.0,0,0,Chalobah,0,i,7,0.0,520,206,0,Chalobah,0
2023-07-05T08:58:28.349218Z,1,2,66,0,0,1,172850,136.4,64,14,121,2,0,1.27,2.12,0.85,4.08,Ben,0.0,5,0,28.1,138,33,195,false,57.0,270,108,334,Hamstring injury - Unknown return date,2023-09-28T03:30:08.842279Z,0,0,0,2.5,0,0,Chilwell,4,i,7,88.0,113,13,15,Chilwell,3
2023-07-05T08:58:28.349759Z,0,0,23,0,0,0,478912,25.1,288,150,452,3,0,0.19,0.27,0.08,1.96,Carney,0.0,2,1,9.9,310,139,196,false,34.8,317,137,125,Knee injury - Unknown return date,2023-10-18T22:00:09.030876Z,0,0,0,3.0,0,0,Chukwuemeka,2,i,7,39.0,202,112,6,Chukwuemeka,2
2023-07-05T08:58:28.350290Z,1,3,196,,,3,460028,66.1,170,44,415,2,1,0.33,1.17,0.84,11.41,Levi,1.3,11,0,34.3,99,24,197,false,178.2,85,28,889,"",,0,0,0,3.5,0,0,Colwill,10,a,7,99.0,98,9,35,Colwill,0
2023-07-05T08:58:28.350954Z,0,0,57,100,100,1,179268,38.9,236,66,210,2,2,0.17,0.76,0.59,3.42,Marc,1.0,4,0,14.2,265,90,198,false,72.4,244,99,350,"",2023-09-17T20:30:06.589342Z,0,0,0,2.0,0,0,Cucurella Saseta,4,a,7,30.0,230,66,8,Cucurella,3
2023-07-05T08:58:28.351608Z,0,0,93,75,,4,448047,248.4,20,15,231,3,0,1.53,3.67,2.14,8.53,Enzo,1.0,8,0,51.5,44,27,199,false,135.8,133,51,777,Muscle injury - 75% chance of playing,2023-10-28T18:00:08.281338Z,0,1,0,1.9,0,0,Fernández,9,d,7,133.0,61,35,17,Enzo,3
2023-07-05T08:58:28.352266Z,0,0,0,0,0,0,520295,0.0,707,85,271,4,0,0.00,0.00,0.00,0.00,David Datro,0.0,0,0,0.0,709,84,200,false,0.0,709,84,0,Joined Union Berlin on a season-long loan - Expected back 01 Jul,2023-07-11T09:30:03.546600Z,0,0,0,0.0,0,0,Fofana,0,u,7,0.0,704,84,0,D.D.Fofana,0
2023-07-05T08:58:28.352797Z,0,0,0,0,0,0,444463,0.0,585,227,430,2,0,0.00,0.00,0.00,0.00,Wesley,0.0,0,0,0.0,598,227,201,false,0.0,593,228,0,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,0,0,0,0.0,0,0,Fofana,0,i,7,0.0,573,225,0,W.Fofana,0
2023-07-05T08:58:28.353378Z,2,1,163,,,3,232787,200.4,34,28,124,3,2,0.97,1.67,0.70,10.51,Conor,4.3,10,0,48.1,54,35,202,false,184.0,77,28,855,"",,0,0,0,2.9,0,0,Gallagher,10,a,7,96.0,102,61,29,Gallagher,1
2023-07-05T08:58:28.354005Z,2,2,122,100,100,2,482609,69.4,162,41,668,2,0,0.40,0.53,0.13,6.16,Malo,0.3,6,0,19.4,216,66,203,false,96.2,194,76,499,"",2023-09-24T16:30:06.897822Z,0,0,0,3.3,1,0,Gusto,6,a,7,28.0,237,68,23,Gusto,0
2023-07-05T08:58:28.354660Z,0,0,2,,,0,487838,0.0,545,215,450,2,0,0.00,0.00,0.00,0.09,Lewis,0.0,0,0,0.1,446,156,204,false,1.0,435,155,9,"",,0,0,0,1.0,0,0,Hall,0,a,15,0.0,528,210,1,Hall,0
2023-07-05T08:58:28.355220Z,0,3,42,0,0,1,209046,59.2,184,109,290,3,0,0.38,0.51,0.13,2.14,Callum,1.0,2,1,15.1,256,116,205,false,53.8,278,114,228,Hamstring injury - Expected back 02 Dec,2023-10-21T19:00:07.635339Z,0,0,0,3.8,0,0,Hudson-Odoi,3,i,16,37.0,210,115,15,Hudson-Odoi,0
2023-07-05T08:58:28.355742Z,0,0,25,100,100,0,225796,53.3,200,53,130,2,1,0.73,0.83,0.10,3.26,Reece,0.7,3,0,9.0,321,114,206,false,20.2,356,133,104,"",2023-10-20T15:30:08.557342Z,0,0,0,1.3,0,0,James,1,a,7,16.0,298,98,4,James,0
2023-07-05T08:58:28.356430Z,0,0,0,0,0,0,66749,0.0,727,91,36,4,0,0.00,0.00,0.00,0.00,Romelu,0.0,0,0,0.0,727,91,207,false,0.0,727,91,0,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,0,0,0,0.0,0,0,Lukaku Bolingoli,0,u,7,0.0,727,91,0,Lukaku,0
2023-07-05T08:58:28.357108Z,0,0,20,100,100,0,248857,36.9,243,134,138,3,2,0.23,0.42,0.19,1.91,Noni,1.0,3,0,8.6,327,150,208,false,9.2,395,176,116,"",2023-09-17T20:30:06.633877Z,0,0,0,1.2,0,0,Madueke,1,a,7,40.0,201,111,6,Madueke,0
2023-07-05T08:58:28.357772Z,0,0,38,100,100,1,184341,67.6,168,103,33,3,1,0.23,0.43,0.20,6.59,Mason,1.3,6,0,14.0,274,124,209,false,35.8,314,135,336,"",2023-08-22T20:00:06.396065Z,0,0,0,1.7,0,0,Mount,4,a,14,36.0,219,118,10,Mount,1
2023-07-05T08:58:28.358360Z,1,3,90,75,100,3,465920,81.7,131,91,57,3,0,0.88,1.67,0.79,2.71,Mykhailo,5.0,2,2,26.1,156,82,210,false,97.2,192,77,306,Muscle injury - 75% chance of playing,2023-10-28T18:00:08.330038Z,0,0,0,3.6,0,0,Mudryk,4,d,7,81.0,127,76,29,Mudryk,1
2023-07-05T08:58:28.358922Z,0,2,58,100,100,3,517052,109.6,80,5,37,4,2,1.00,4.95,3.95,8.79,Nicolas,3.0,9,2,47.2,38,11,211,false,117.8,143,17,668,"",2023-10-11T10:30:08.636447Z,0,0,0,2.3,0,0,Jackson,7,a,7,247.0,18,7,21,N.Jackson,5
2023-07-05T08:58:28.359525Z,0,0,0,0,0,0,213198,0.0,728,92,27,4,0,0.00,0.00,0.00,0.00,Christopher,0.0,0,0,0.0,728,92,212,false,0.0,728,92,0,Knee injury - Expected back 25 Nov,2023-08-03T09:30:04.720287Z,0,0,0,0.0,0,0,Nkunku,0,i,7,0.0,728,92,0,Nkunku,0
2023-07-05T08:58:28.360134Z,0,0,0,0,0,0,176413,0.0,717,309,132,3,0,0.00,0.00,0.00,0.00,Christian,0.0,0,0,0.0,717,309,213,false,0.0,717,309,0,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,0,0,0,0.0,0,0,Pulisic,0,u,7,0.0,716,309,0,Pulisic,0
2023-07-05T08:58:28.360814Z,0,0,0,,,0,204727,0.0,567,223,508,2,0,0.00,0.00,0.00,0.00,Malang,0.0,0,0,0.0,581,223,214,false,0.0,576,224,0,"",,0,0,0,0.0,0,0,Sarr,0,a,7,0.0,554,221,0,M.Sarr,0
2023-07-05T08:58:28.361446Z,0,0,0,0,0,0,471798,0.0,510,52,669,1,0,0.00,0.00,0.00,0.00,Gabriel,0.0,0,0,0.0,530,68,215,false,0.0,525,68,0,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,0,0,0,0.0,0,0,Słonina,0,u,7,0.0,488,46,0,Slonina,0
2023-07-05T08:58:28.362062Z,3,6,140,,,2,103955,202.4,33,27,31,3,2,1.42,3.68,2.26,10.55,Raheem,6.7,10,3,71.6,17,13,216,false,171.6,91,31,810,"",,0,0,0,4.9,0,0,Sterling,9,a,7,342.0,5,3,49,Sterling,2
2023-07-05T08:58:28.362708Z,0,2,198,,,3,51090,61.4,178,47,196,2,1,0.33,0.49,0.16,11.50,Thiago,0.7,11,0,34.3,100,25,217,false,240.2,32,7,900,"",,0,0,0,2.9,0,0,Emiliano da Silva,10,a,7,41.0,196,46,29,T.Silva,2
2023-07-05T08:58:28.363294Z,0,0,0,0,0,0,124183,0.0,713,307,134,3,0,0.00,0.00,0.00,0.00,Hakim,0.0,0,0,0.0,713,307,218,false,0.0,713,307,0,Season long loan to Galatasaray,2023-08-21T08:29:13.470637Z,0,0,0,0.0,0,0,Ziyech,0,u,7,0.0,710,306,0,Ziyech,0
2023-07-05T08:58:28.363875Z,0,0,16,100,100,0,466117,4.3,375,187,462,3,1,0.02,0.02,0.00,2.13,Naouirou,0.3,2,0,1.2,424,197,219,false,7.6,402,181,56,"",2023-09-22T13:30:07.934644Z,0,0,0,1.0,0,0,Ahamada,0,a,8,0.0,526,205,4,Ahamada,0
2023-07-05T08:58:28.364594Z,1,9,237,,,4,174874,139.3,60,13,383,2,3,0.65,1.43,0.78,14.98,Joachim,3.0,13,2,57.4,30,2,220,true,324.2,6,1,900,"",,0,0,0,5.4,0,0,Andersen,10,a,8,111.0,86,5,54,Andersen,1
2023-07-05T08:58:28.365205Z,2,0,87,100,100,4,80146,128.1,69,50,105,3,6,0.57,2.24,1.67,12.07,Jordan,3.7,10,1,48.4,52,33,221,false,154.4,110,40,834,"",2023-09-16T20:00:07.282243Z,0,0,0,3.1,0,0,Ayew,10,a,8,201.0,35,20,31,J.Ayew,3
2023-07-05T08:58:28.365793Z,0,0,27,,,1,57328,3.6,377,137,419,2,1,0.01,0.04,0.03,1.43,Nathaniel,2.3,0,0,1.8,416,149,222,false,8.0,400,149,110,"",,0,0,0,3.5,0,0,Clyne,1,a,8,6.0,346,119,7,Clyne,0
2023-07-05T08:58:28.366363Z,0,0,126,100,100,3,438464,111.4,88,66,202,3,2,0.54,0.82,0.28,13.16,Cheick,1.3,12,0,29.8,128,70,223,false,149.0,119,44,810,"",2023-10-06T23:00:08.561317Z,0,0,0,2.1,0,0,Doucouré,9,a,8,36.0,214,116,19,C.Doucouré,2
2023-07-05T08:58:28.366993Z,0,0,0,100,100,0,450535,0.0,628,250,474,3,0,0.00,0.00,0.00,0.00,Malcolm,0.0,0,0,0.0,635,252,224,false,0.0,630,249,0,"",2023-08-17T14:00:07.032627Z,0,0,0,0.0,0,0,Ebiowei,0,a,8,0.0,619,247,0,Ebiowei,0
2023-07-05T08:58:28.367587Z,0,6,135,100,100,3,199670,97.8,111,11,115,4,2,0.40,3.50,3.10,10.69,Odsonne,1.7,10,4,61.1,25,5,225,false,193.2,68,9,776,"",2023-09-24T18:00:07.480397Z,0,0,0,4.3,0,0,Edouard,9,a,8,318.0,10,4,39,Edouard,1
2023-07-05T08:58:28.368118Z,1,1,110,0,0,3,232413,282.4,18,13,45,3,0,1.80,4.10,2.30,10.06,Eberechi,0.0,7,1,60.9,26,20,226,false,142.0,126,47,627,Hamstring injury - Expected back 11 Nov,2023-10-04T08:30:08.801501Z,0,0,0,3.6,0,0,Eze,7,i,8,184.0,38,23,25,Eze,1
2023-07-05T08:58:28.368699Z,0,0,0,0,0,0,40836,0.0,547,64,369,1,0,0.00,0.00,0.00,0.00,Vicente,0.0,0,0,0.0,561,78,227,false,0.0,556,78,0,Signed for Celta Vigo,2023-09-02T08:56:40.331253Z,0,0,0,0.0,0,0,Guaita,0,u,8,0.0,531,59,0,Guaita,0
2023-07-05T08:58:28.369430Z,0,6,184,100,100,4,209036,33.6,252,76,374,2,1,0.18,0.76,0.58,11.77,Marc,3.3,10,0,25.6,167,46,228,false,199.4,61,18,810,"",2023-09-13T15:30:08.533559Z,0,0,0,4.0,0,0,Guéhi,9,a,8,23.0,255,77,36,Guéhi,0
2023-07-05T08:58:28.370046Z,0,0,68,100,100,3,108413,119.4,76,57,232,3,2,0.34,0.49,0.15,10.29,Will,2.3,10,0,25.2,171,86,229,false,108.6,171,67,499,"",2023-08-06T23:30:05.660088Z,0,0,0,2.0,0,0,Hughes,6,a,8,25.0,251,132,14,Hughes,2
2023-07-05T08:58:28.370656Z,0,5,175,,,4,101982,0.0,600,72,432,1,1,0.00,0.00,0.00,14.98,Sam,3.7,13,0,16.8,244,18,230,false,168.2,98,18,900,"",,0,0,0,4.0,0,23,Johnstone,10,a,8,0.0,589,68,40,Johnstone,0
2023-07-05T08:58:28.371347Z,0,0,77,100,100,1,152551,94.0,113,81,183,3,2,0.37,0.56,0.19,8.11,Jefferson,1.3,10,0,22.9,186,94,231,false,78.8,231,91,524,"",2023-09-15T15:30:07.837506Z,0,0,0,2.2,0,0,Lerma Solís,6,a,8,56.0,165,98,13,Lerma,0
2023-07-05T08:58:28.372019Z,3,0,43,,,2,231747,70.8,158,21,233,4,1,0.46,0.82,0.36,8.95,Jean-Philippe,1.3,7,0,20.1,214,34,232,false,72.6,241,28,374,"",,0,0,0,2.5,0,0,Mateta,3,a,8,58.0,161,37,20,Mateta,1
2023-07-05T08:58:28.372566Z,0,0,0,,,0,169593,0.0,472,38,670,1,0,0.00,0.00,0.00,0.00,Remi,0.0,0,0,0.0,492,54,233,false,0.0,486,54,0,"",,0,0,0,0.0,0,0,Matthews,0,a,8,0.0,447,32,0,Matthews,0
2023-07-05T08:58:28.373094Z,1,2,180,75,100,4,244723,108.2,95,17,376,2,1,0.77,0.84,0.07,14.73,Tyrick,2.0,13,0,29.5,130,31,234,false,162.4,105,39,879,Knock - 75% chance of playing,2023-10-28T08:30:08.353664Z,0,0,0,3.4,0,0,Mitchell,10,d,8,25.0,247,72,34,Mitchell,2
2023-07-05T08:58:28.373749Z,0,0,0,0,0,0,512462,0.0,520,198,671,2,0,0.00,0.00,0.00,0.00,Jake,0.0,0,0,0.0,540,201,235,false,0.0,535,202,0,Permanent transfer to Lyon,2023-08-17T06:14:22.523517Z,0,0,0,0.0,0,0,O'Brien,0,u,8,0.0,498,190,0,O'Brien,0
2023-07-05T08:58:28.374419Z,0,0,0,0,0,0,443661,0.0,722,311,65,3,0,0.00,0.00,0.00,0.00,Michael,0.0,0,0,0.0,722,311,236,false,0.0,722,311,0,Hamstring injury - Unknown return date,2023-07-05T16:30:03.780925Z,0,0,0,0.0,0,0,Olise,0,i,8,0.0,722,311,0,Olise,0
2023-07-05T08:58:28.374909Z,0,0,0,0,0,0,450541,0.0,629,69,509,4,0,0.00,0.00,0.00,0.00,Luke,0.0,0,0,0.0,636,67,237,false,0.0,631,65,0,"Half season loan to Carlisle United, expected back in January",2023-08-02T07:30:53.481421Z,0,0,0,0.0,0,0,Plange,0,u,8,0.0,620,67,0,Plange,0
2023-07-05T08:58:28.375439Z,0,0,14,,,0,427623,0.3,410,150,619,2,0,0.00,0.00,0.00,3.62,Chris,0.3,3,0,2.2,406,143,238,false,21.6,352,132,107,"",,0,0,0,1.0,0,0,Richards,1,a,8,0.0,420,147,3,C.Richards,0
2023-07-05T08:58:28.376035Z,0,0,10,100,100,1,173954,3.3,378,189,467,3,0,0.03,0.03,0.00,1.39,Jairo,1.0,0,0,1.7,420,195,239,false,8.4,399,179,86,"",2023-09-27T09:00:08.517252Z,0,0,0,2.0,0,0,Riedewald,1,a,8,6.0,347,176,4,Riedewald,0
2023-07-05T08:58:28.376676Z,0,0,52,100,100,3,86417,113.9,85,64,189,3,1,0.36,0.74,0.38,9.06,Jeffrey,0.7,7,0,27.9,142,75,240,false,73.4,237,93,623,"",2023-10-07T21:00:07.840898Z,0,0,0,2.1,0,0,Schlupp,9,a,8,93.0,105,63,19,Schlupp,0
